1538159213 0 0 0 0 0 0 0 0 0 0 0 674 0 0 0 0 0 0
1538159831 9 0 0 0 0 0 0 0 0 0 0 674 0 0 0 0 0 0
1538701971 9 0 0 0 0 0 0 0 0 0 0 674 129 0 0 0 0 0
1540427969 9 0 0 0 0 0 0 0 0 0 0 675 129 0 0 0 0 0
1540428088 9 0 0 0 0 0 0 0 0 0 0 676 129 0 0 0 0 0
1540496886 246 0 0 0 0 0 0 0 0 0 0 676 129 0 0 0 0 0
1542999605 246 0 0 0 0 182 0 0 0 0 0 676 129 0 0 0 0 0
1542999723 246 0 0 0 0 185 0 0 0 0 0 676 129 0 0 0 0 0
1542999752 246 0 0 0 0 187 0 0 0 0 0 676 129 0 0 0 0 0
1543349992 246 0 0 0 0 187 0 0 0 88 0 676 129 0 0 0 0 0
1543698004 246 0 0 0 0 731 0 0 0 88 0 676 129 0 0 0 0 0
1543790811 246 0 0 0 0 865 0 0 0 88 0 676 129 0 0 0 0 0
1543868686 246 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543869241 429 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543869310 429 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543869500 435 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543869619 435 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543888233 435 0 0 0 0 1071 0 0 0 88 0 676 129 0 0 0 0 0
1543896280 435 0 0 0 0 1071 0 0 0 122 0 676 129 0 0 0 0 0
1543899734 435 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1543926146 1551 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544572224 1786 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544587602 1786 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544587622 1786 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544587632 1786 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544587651 1786 0 0 0 0 1071 0 0 0 144 0 676 129 0 0 0 0 0
1544588242 1786 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1544588334 1786 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1544588646 1786 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1544588736 1786 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1548452407 1796 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1548452504 1798 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583238 2436 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583305 2840 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583374 2844 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583462 3057 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583787 3067 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583816 3070 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
1553583881 3070 0 0 0 0 2523 0 0 0 144 0 676 129 0 0 0 0 0
