1538159213 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1538159831 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1538701971 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
1540427969 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0
1540428088 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0
1540496886 2 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0
1542999605 2 0 0 0 0 1 0 0 0 0 0 3 1 0 0 0 0 0
1542999723 2 0 0 0 0 2 0 0 0 0 0 3 1 0 0 0 0 0
1542999752 2 0 0 0 0 3 0 0 0 0 0 3 1 0 0 0 0 0
1543349992 2 0 0 0 0 3 0 0 0 1 0 3 1 0 0 0 0 0
1543698004 2 0 0 0 0 4 0 0 0 1 0 3 1 0 0 0 0 0
1543790811 2 0 0 0 0 5 0 0 0 1 0 3 1 0 0 0 0 0
1543868686 2 0 0 0 0 6 0 0 0 1 0 3 1 0 0 0 0 0
1543869241 3 0 0 0 0 6 0 0 0 1 0 3 1 0 0 0 0 0
1543869310 4 0 0 0 0 6 0 0 0 1 0 3 1 0 0 0 0 0
1543869500 5 0 0 0 0 6 0 0 0 1 0 3 1 0 0 0 0 0
1543869619 6 0 0 0 0 6 0 0 0 1 0 3 1 0 0 0 0 0
1543888233 6 0 0 0 0 6 0 0 0 2 0 3 1 0 0 0 0 0
1543896280 6 0 0 0 0 6 0 0 0 3 0 3 1 0 0 0 0 0
1543899734 6 0 0 0 0 6 0 0 0 4 0 3 1 0 0 0 0 0
1543926146 7 0 0 0 0 6 0 0 0 4 0 3 1 0 0 0 0 0
1544572224 8 0 0 0 0 6 0 0 0 4 0 3 1 0 0 0 0 0
1544587602 8 0 0 0 0 7 0 0 0 4 0 3 1 0 0 0 0 0
1544587622 8 0 0 0 0 8 0 0 0 4 0 3 1 0 0 0 0 0
1544587632 8 0 0 0 0 9 0 0 0 4 0 3 1 0 0 0 0 0
1544587651 8 0 0 0 0 10 0 0 0 4 0 3 1 0 0 0 0 0
1544588242 8 0 0 0 0 11 0 0 0 4 0 3 1 0 0 0 0 0
1544588334 8 0 0 0 0 12 0 0 0 4 0 3 1 0 0 0 0 0
1544588646 8 0 0 0 0 13 0 0 0 4 0 3 1 0 0 0 0 0
1544588736 8 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
1548452407 9 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
1548452504 10 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
1553583238 11 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
1553583305 12 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
1553583374 13 0 0 0 0 14 0 0 0 4 0 3 1 0 0 0 0 0
